timestamp,user,customer,lot_no,prev_qty,consume_mt,new_qty
2026-05-19T10:22:17,admin,HIMAALAYAAPAINTS,6121@GZ,6121,GZ,2.0,2.0,0.0
2026-05-19T10:22:17,admin,HIMAALAYAAPAINTS,6130B@J,6130B,J,5.0,5.0,0.0
2026-05-19T10:22:17,admin,HIMAALAYAAPAINTS,6526A2@AA,6526A2,AA,5.0,5.0,0.0
2026-05-19T10:22:17,admin,HIMAALAYAAPAINTS,6823N-D@FL,6823N-D,FL,5.0,5.0,0.0
2026-05-19T10:22:17,admin,HIMAALAYAAPAINTS,6828N- A@FS,6828N- A,FS,5.0,4.5,0.5
2026-05-20T09:19:44,admin,HIMAALAYAAPAINTS,6978N-D@GP,6978N-D,GP,5.0,2.0,3.0
2026-05-20T12:34:16,admin,"Siddivinayak Enterprises,Bangalore",6958B@BJ,6958B,BJ,8.0,8.0,0.0
2026-05-21T11:31:28,admin,Durgaenterprises,7013A@CN,7013A,CN,10.0,6.0,4.0
2026-05-21T11:31:28,admin,Durgaenterprises,6825N-C@FO,6825N-C,FO,1.0,1.0,0.0
2026-05-21T11:31:28,admin,Durgaenterprises,6896N-D@FY,6896N-D,FY,1.0,1.0,0.0
2026-05-21T14:47:05,admin,HIMAALAYAAPAINTS,6715N-B@EV,6715N-B,EV,1.0,1.0,0.0
2026-05-21T14:47:05,admin,HIMAALAYAAPAINTS,6826N-D@FQ,6826N-D,FQ,4.0,4.0,0.0
2026-05-21T14:47:05,admin,HIMAALAYAAPAINTS,6827N-A@FR,6827N-A,FR,5.0,5.0,0.0
2026-05-21T14:47:05,admin,HIMAALAYAAPAINTS,6715N-A@EU,6715N-A,EU,2.0,2.0,0.0
2026-05-21T14:47:05,admin,HIMAALAYAAPAINTS,6566B@AI,6566B,AI,9.0,9.0,0.0
2026-05-21T14:47:05,admin,HIMAALAYAAPAINTS,6126A@H,6126A,H,5.5,5.5,0.0
2026-05-21T14:47:05,admin,HIMAALAYAAPAINTS,6124A@G,6124A,G,2.0,2.0,0.0
2026-05-21T14:47:05,admin,HIMAALAYAAPAINTS,6127A@I,6127A,I,4.0,4.0,0.0
2026-05-21T14:47:05,admin,HIMAALAYAAPAINTS,6561A@AC,6561A,AC,9.0,9.0,0.0
2026-05-21T14:47:05,admin,HIMAALAYAAPAINTS,6974N-B@GF,6974N-B,GF,4.0,4.0,0.0
2026-05-21T14:47:05,admin,HIMAALAYAAPAINTS,6561B@AD,6561B,AD,10.0,4.5,5.5
2026-05-22T11:28:41,Akash,BLEND->TEST_BLEND_1,6210B@E,6210B,E,4.0,2.0,2.0
2026-05-22T11:28:41,Akash,BLEND->TEST_BLEND_1,6130B@J,6130B,J,5.0,2.0,3.0
2026-05-22T12:04:38,Akash,BLEND->TEST 2,6210B@E,6210B,E,2.0,1.0,1.0
2026-05-22T12:04:38,Akash,BLEND->TEST 2,6130B@J,6130B,J,3.0,3.0,0.0
